xml_id,birth_place,region1,region2,region,country,country_qid,region_qid,latitude,longitude
PietroPaoloOlivieri,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
GerardVanOpstal,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
OrazioDeFerrari,Voltri,Municipio VII Ponente,Gênes,Ligurie,Italie,Q38,Q1256,44.45,8.766666666
FrancoisDOrbay,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
BernaertVanOrley,Bruxelles,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
HilairePader,Toulouse,Haute-Garonne,Occitanie,France,France,Q142,Q142,47.0,2.0
BenedettoPagni,Pescia,Pistoia,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AndreaPalladio,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
JacopoPalmaIlVecchio,Serina,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
JacopoPalmaIlGiovane,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
LeonardoParasole,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
BartolomeoPassarotti,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GiovanniFrancescoPenni,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
LucaPenni,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
ClaudePerrault,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
FrancoisPerrier,Pontarlier,Doubs,Bourgogne-Franche-Comté,France,France,Q142,Q142,47.0,2.0
BaldassarrePeruzzi,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
SimonePeterzano,Bergame,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
Petrarque,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PetrusChristus,Baerle,Baerle-Nassau,Brabant-Septentrional,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GiovanniDiPietro,Pérouse,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
RogerDePiles,Clamecy,Nièvre,Bourgogne-Franche-Comté,France,France,Q142,Q142,47.0,2.0
GermainPilon,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
MarcoPino,Costalpino,Sienne,Sienne,Toscane,Italie,Q38,Q1273,43.45,11.2
PaoloPino,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
Pinturicchio,Pérouse,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
SebastianoDelPiombo,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
Pisanello,Pise,Pise,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AndreaPisano,Pontedera,Pise,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
BonannoPisano,Pise,Pise,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiovanniPisano,Pise,Pise,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
NicolaPisano,Foggia,Foggia,Pouilles,Pouilles,Italie,Q38,Q1447,41.008611111,16.512777777
FraPaolinoDaPistoia,Pistoia,Pistoia,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
BonifacioVeronese,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GiovanniBattistaPittoni,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
CornelisVanPoelenburgh,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
AntonioPollaiuolo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PieroPollaiuolo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AmalteoPomponio,Motta di Livenza,Trévise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
JacquiotPonce,Rethel,Ardennes,Grand Est,France,France,Q142,Q142,47.0,2.0
GiovanniDalPonte,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PaulusPontius,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
Pontormo,Empoli,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiovanniGiacomoDellaPorta,Porlezza,Côme,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GiuseppePorta,Castelnuovo di Garfagnana,Lucques,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GuglielmoDellaPorta,Porlezza,Côme,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
FransPourbusI,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PieterPourbus,Gouda,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
NicolasPoussin,Les Andelys,arrondissement des Andelys,Eure,France,France,Q142,Q142,47.0,2.0
CharlesPoerson,Metz,Moselle,Grand Est,France,France,Q142,Q142,47.0,2.0
AndreaPrevitali,Berbenno,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
FrancescoPrimaticcio,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
CamilloProcaccini,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
ErcoleProcacciniI,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GiulioCesareProcaccini,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
PierrePuget,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,France,France,Q142,Q142,47.0,2.0
Perugin,Città della Pieve,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
ErasmusIIQuellinus,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JacopoDellaQuercia,Quercegrossa,Castelnuovo Berardenga,Sienne,Toscane,Italie,Q38,Q1273,43.45,11.2
MarcantonioRaimondi,Molinella,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
AgostinoRamelli,Ponte Tresa,Tresa,Cercle de Sessa,Suisse,Suisse,Q39,Q39,46.798562,8.231973
BartolommeoRamenghi,Bagnacavallo,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GiovanniBattistaRamenghi,Bagnacavallo,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
Pordenone,Pordenone,Organisme de décentralisation régionale de Pordenone,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,Q1250,46.1,13.116666666
JusepeDeRibera,Xàtiva,Costera,province de Valence,Espagne,Espagne,Q29,Q29,40.2,-3.5
DanieleDaVolterra,Volterra,Pise,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
CarloRidolfi,Lonigo,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
Rembrandt,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
CesareRipa,Pérouse,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
JacopoRipanda,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
JeanPierreRivalz,Labastide-d'Anjou,Aude,Occitanie,France,France,Q142,Q142,47.0,2.0
LucaDellaRobbia,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
ErcoleDeRoberti,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
GiovanniFrancescoRomanelli,Viterbe,Viterbe,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
PaoloRomano,Sezze,province de Latina,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
Romanino,Brescia,Brescia,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GiulioRomano,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
CristoforoRoncalli,Pomarance,Pise,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JeanBaptisteRondelet,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142,47.0,2.0
PierreDeRonsard,château de la Possonnière,Couture-sur-Loir,Loir-et-Cher,France,France,Q142,Q142,47.0,2.0
SalvatorRosa,Naples,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,Q1438,40.910555555,14.920555555
CosimoRosselli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
ProperziaDeRossi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
RossoFiorentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MartinoRota,Šibenik,Šibenik-Knin,Adriatic Croatia,Croatie,Croatie,Q224,Q224,45.25,15.466667
HansIRottenhammer,Munich,Haute-Bavière,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
PeterPaulRubens,Siegen,arrondissement de Siegen-Wittgenstein,Arnsberg,Allemagne,Allemagne,Q183,Q183,51.0,10.0
GiovanniFrancescoRustici,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
LorenzoSabatini,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
AndreaSacchi,Nettuno,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
HansSadeler,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
RaphaelSadeler,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PieterSaenredam,Assendelft,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
AndreaSalaino,Oreno,Vimercate,Monza et Brianza,Lombardie,Italie,Q38,Q1210,45.65,9.95
FrancescoSalviati,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
OrazioSammacchini,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
JoachimVonSandrart,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183,51.0,10.0
AntonioDaSangalloIlVecchio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
BastianoDaSangallo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FrancescoDaSangallo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiulianoDaSangallo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MicheleSanmicheli,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
AndreaSansovino,Monte San Savino,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiovanniSanti,Colbordolo,Vallefoglia,Pesaro et Urbino,Marches,Italie,Q38,Q1279,43.316666666,13.0
Raphael,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
JacquesSarazin,Noyon,arrondissement de Compiègne,Oise,France,France,Q142,Q142,47.0,2.0
AndreaDelSarto,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JacobISavery,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
RoelandtSavery,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
LouisSavot,Saulieu,Côte-d'Or,Bourgogne-Franche-Comté,France,France,Q142,Q142,47.0,2.0
VincenzoScamozzi,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
CorneilleSchut,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
ChristophSchwarz,Munich,Haute-Bavière,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
JanVanScorel,Schoorl,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
DanielSeghers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GerardSeghers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GirolamoDaCarpi,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
OttavioSemino,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256,44.45,8.766666666
VincenzoSeregni,Seregno,Monza et Brianza,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
SebastianoSerlio,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
CesareDaSesto,Sesto Calende,province de Varèse,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GirolamoSiciolante,Sermoneta,province de Latina,Latium,Latium,Italie,Q38,Q1282,41.9,12.716666666
BarnaDaSiena,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
LucaSignorelli,Cortone,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
IsraelSilvestre,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142,47.0,2.0
FransSnyders,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JanSoens,Bois-le-Duc,Bois-le-Duc,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
CristoforoSolari,Angera,province de Varèse,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
AndreaSolario,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
RaffaelleSoprani,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256,44.45,8.766666666
PieterClaeszSoutman,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
BartolomeoSpani,Reggio d'Émilie,province de Reggio d'Émilie,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
BartholomaeusSpranger,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
FrancescoSquarcione,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
MassimoStanzione,Frattamaggiore,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,Q1438,40.910555555,14.920555555
GherardoStarnina,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
HendrickIVanSteenwijck,Kampen,Kampen,Overijssel,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
FrancoisStella,Malines,arrondissement administratif de Malines,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
JacquesStella,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142,47.0,2.0
TobiasStimmer,Schaffhouse,canton de Schaffhouse,Suisse,Suisse,Suisse,Q39,Q39,46.798562,8.231973
JanVanDerStraet,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
Bramantino,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
LambertSustris,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
IsaacClaeszSwanenburgh,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
HermanVanSwanevelt,Woerden,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
InnocenzoTacconni,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
Paciotto,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
VincenzoTamagni,San Gimignano,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JacopoSansovino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
AntonioTempesta,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
DavidTeniers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
DavidITeniers,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
GerardTerborch,Zwolle,Overijssel,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
PietroTesta,Lucques,Lucques,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PhilippeThomassin,Troyes,Aube,Grand Est,France,France,Q142,Q142,47.0,2.0
TheodorVanThulden,Bois-le-Duc,Bois-le-Duc,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
DomenicoTibaldi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
PellegrinoTibaldi,Puria,Valsolda,Côme,Lombardie,Italie,Q38,Q1210,45.65,9.95
JacopoTintoretto,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
MariettaTintoretto,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
Titien,Pieve di Cadore,Belluno,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
FrancescoTorbido,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
NiccoloTornioli,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JohannesTorrentius,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
PietroTorrigiano,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
FrancoisTortebat,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
NicolasTournier,Montbéliard,Doubs,Bourgogne-Franche-Comté,France,France,Q142,Q142,47.0,2.0
AntonioDaTrento,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,Q1237,46.383333333,11.416666666
NiccoloTribolo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
PaoloUccello,Pratovecchio,Pratovecchio-Stia,Arezzo,Toscane,Italie,Q38,Q1273,43.45,11.2
GiovanniDaUdine,Udine,Organisme de décentralisation régionale d'Udine,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,Q1250,46.1,13.116666666
PhilippUffenbach,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183,51.0,10.0
CarloUrbino,Crema,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
Stradanus,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
PieterVanMol,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
KarelVanManderII,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
HubertVanEyck,Maseyk,arrondissement administratif de Maaseik,Limbourg,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
FrancescoVanni,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GijsbertVanVeen,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
PieterVanVeen,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
BenedettoVarchi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
JosephVarin,Châlons-en-Champagne,Marne,Grand Est,France,France,Q142,Q142,47.0,2.0
GiorgioVasari,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
GiovanniDeVecchi,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
CesareVecellio,Pieve di Cadore,Belluno,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
FrancescoVecellio,Pieve di Cadore,Belluno,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
OrazioVecellio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
OttoVanVeen,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
AntonioVeneziano,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
AgnoloDiVentura,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
MarcelloVenusti,Mazzo di Valtellina,Sondrio,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
GiovanniMariaVerdizotti,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
JanCorneliszVermeyen,Beverwijk,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
LiberaleDaVerona,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
StefanoDaVerona,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
ZenoneVeronese,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
PaoloVeronese,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
AntonioVerrio,Lecce,province de Lecce,Pouilles,Pouilles,Italie,Q38,Q1447,41.008611111,16.512777777
AndreaVerrocchio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273,43.45,11.2
HendrickVerschuring,Gorinchem,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
EneaVico,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
ClaudeVignon,Tours,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142,47.0,2.0
FrancescoVillamena,Assise,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280,42.983333333,12.566666666
LeonardoDaVinci,Anchiano,Vinci,ville métropolitaine de Florence,Toscane,Italie,Q38,Q1273,43.45,11.2
TimoteoViti,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
AlessandroVittoria,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,Q1237,46.383333333,11.416666666
AlviseVivarini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
AntonioVivarini,Murano,Venise,ville métropolitaine de Venise,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
BartolomeoVivarini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
PieterVlerick,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
LucasVorsterman,Zaltbommel,Zaltbommel,Gueldre,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
MaertenDeVos,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
SimonVouet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
AubinVouet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142,47.0,2.0
HansVredemanDeVries,Leuvarde,Leeuwarden,Frise,Pays-Bas,Pays-Bas,Q55,Q55,52.316666666,5.55
RemyVuibert,Rethel,Ardennes,Grand Est,France,France,Q142,Q142,47.0,2.0
JoosVanWassenhove,Gand,arrondissement administratif de Gand,Flandre-Orientale,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
RogierVanDerWeyden,Tournai,arrondissement administratif de Tournai-Mouscron,Hainaut,Belgique,Belgique,Q31,Q31,50.641111111,4.668055555
MichaelWolgemut,Nuremberg,Moyenne-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183,51.0,10.0
BernardoZenale,Treviglio,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210,45.65,9.95
AltichieroDaZevio,Zevio,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
MarcoZoppo,Cento,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263,44.75,11.0
FedericoZuccaro,Sant'Angelo in Vado,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
TaddeoZuccaro,Sant'Angelo in Vado,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279,43.316666666,13.0
GaetanoZumbo,Syracuse,Libre consortium municipal de Syracuse,Sicile,Sicile,Italie,Q38,Q1460,37.599958333,14.015377777
FrancescoBassanoIlVecchio,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
Sodoma,Verceil,Verceil,Piémont,Piémont,Italie,Q38,Q1216,45.25,7.916666666
BartolomeoBellano,Vellano da Padova,Padoue,Province de Padoue,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
GentileBellini,Venise,Vénétie,Vénétie,Vénétie,Italie,Q38,Q1243,45.733333333,11.85
